Institute,Quota,Gender,Year,Academic_Program_Name,Closing_Rank,Opening_Rank,Seat_Type
Indian Institute of Technology Indore,AI,Gender-Neutral,2023,"Metallurgical Engineering and Materials Science (4 Years, Bachelor of Technology)",1248,1121,ST
Indian Institute of Technology Indore,AI,Female-only (including Supernumerary),2023,"Metallurgical Engineering and Materials Science (4 Years, Bachelor of Technology)",289P,289P,ST
Indian Institute of Technology Indore,AI,Gender-Neutral,2023,"Space Sciences and Engineering (4 Years, Bachelor of Technology)",7821,6048,OPEN
Indian Institute of Technology Indore,AI,Female-only (including Supernumerary),2023,"Space Sciences and Engineering (4 Years, Bachelor of Technology)",14142,13280,OPEN
Indian Institute of Technology Indore,AI,Gender-Neutral,2023,"Space Sciences and Engineering (4 Years, Bachelor of Technology)",1521,1365,EWS
Indian Institute of Technology Indore,AI,Gender-Neutral,2023,"Space Sciences and Engineering (4 Years, Bachelor of Technology)",3492,2489,OBC-NCL
Indian Institute of Technology Indore,AI,Female-only (including Supernumerary),2023,"Space Sciences and Engineering (4 Years, Bachelor of Technology)",6192,6192,OBC-NCL
Indian Institute of Technology Indore,AI,Gender-Neutral,2023,"Space Sciences and Engineering (4 Years, Bachelor of Technology)",1775,1752,SC
Indian Institute of Technology Indore,AI,Female-only (including Supernumerary),2023,"Space Sciences and Engineering (4 Years, Bachelor of Technology)",2262,2262,SC
Indian Institute of Technology Indore,AI,Gender-Neutral,2023,"Space Sciences and Engineering (4 Years, Bachelor of Technology)",1008,1008,ST
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Aerospace Engineering (4 Years, Bachelor of Technology)",4773,3397,OPEN
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2023,"Aerospace Engineering (4 Years, Bachelor of Technology)",9120,8496,OPEN
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Aerospace Engineering (4 Years, Bachelor of Technology)",252P,252P,OPEN (PwD)
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Aerospace Engineering (4 Years, Bachelor of Technology)",1032,827,EWS
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2023,"Aerospace Engineering (4 Years, Bachelor of Technology)",1632,1632,EWS
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Aerospace Engineering (4 Years, Bachelor of Technology)",2297,1853,OBC-NCL
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2023,"Aerospace Engineering (4 Years, Bachelor of Technology)",4257,3832,OBC-NCL
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Aerospace Engineering (4 Years, Bachelor of Technology)",1388,958,SC
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2023,"Aerospace Engineering (4 Years, Bachelor of Technology)",2126,2126,SC
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Aerospace Engineering (4 Years, Bachelor of Technology)",748,506,ST
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2023,"Aerospace Engineering (4 Years, Bachelor of Technology)",604,604,ST
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Aerospace Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",5184,4542,OPEN
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2023,"Aerospace Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",12507,11076,OPEN
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Aerospace Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",1095,1057,EWS
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Aerospace Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",2759,2568,OBC-NCL
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2023,"Aerospace Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",5430,5430,OBC-NCL
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Aerospace Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",1622,1399,SC
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2023,"Aerospace Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",2414,2414,SC
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Aerospace Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",436,436,ST
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Agricultural and Food Engineering (4 Years, Bachelor of Technology)",10280,1348,OPEN
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2023,"Agricultural and Food Engineering (4 Years, Bachelor of Technology)",16450,16050,OPEN
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Agricultural and Food Engineering (4 Years, Bachelor of Technology)",1676,1636,EWS
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2023,"Agricultural and Food Engineering (4 Years, Bachelor of Technology)",3478,3478,EWS
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Agricultural and Food Engineering (4 Years, Bachelor of Technology)",4140,3898,OBC-NCL
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2023,"Agricultural and Food Engineering (4 Years, Bachelor of Technology)",6804,6642,OBC-NCL
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Agricultural and Food Engineering (4 Years, Bachelor of Technology)",2509,2011,SC
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2023,"Agricultural and Food Engineering (4 Years, Bachelor of Technology)",2903,2903,SC
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Agricultural and Food Engineering (4 Years, Bachelor of Technology)",1237,931,ST
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2023,"Agricultural and Food Engineering (4 Years, Bachelor of Technology)",1644,1644,ST
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Agricultural and Food Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",11757,10341,OPEN
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2023,"Agricultural and Food Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",18756,16210,OPEN
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Agricultural and Food Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",1954,1896,EWS
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2023,"Agricultural and Food Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",3734,3734,EWS
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Agricultural and Food Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",5033,4502,OBC-NCL
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2023,"Agricultural and Food Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",8294,8241,OBC-NCL
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Agricultural and Food Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",2839,2529,SC
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2023,"Agricultural and Food Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",3413,3413,SC
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Agricultural and Food Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",1333,1162,ST
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2023,"Agricultural and Food Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",265P,265P,ST
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Applied Geology (4 Years, Bachelor of Science)",14206,10331,OPEN
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2023,"Applied Geology (4 Years, Bachelor of Science)",20588,18510,OPEN
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Applied Geology (4 Years, Bachelor of Science)",2229,2165,EWS
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2023,"Applied Geology (4 Years, Bachelor of Science)",3869,3869,EWS
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Applied Geology (4 Years, Bachelor of Science)",5648,4834,OBC-NCL
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2023,"Applied Geology (4 Years, Bachelor of Science)",7264,7264,OBC-NCL
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Applied Geology (4 Years, Bachelor of Science)",3225,2801,SC
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2023,"Applied Geology (4 Years, Bachelor of Science)",3966,3966,SC
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Applied Geology (4 Years, Bachelor of Science)",1486,1365,ST
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2023,"Applied Geology (4 Years, Bachelor of Science)",540P,540P,ST
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Architecture (5 Years, Bachelor of Architecture)",23337,13944,OPEN
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2023,"Architecture (5 Years, Bachelor of Architecture)",24626,17836,OPEN
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Architecture (5 Years, Bachelor of Architecture)",256P,256P,OPEN (PwD)
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Architecture (5 Years, Bachelor of Architecture)",4028,3813,EWS
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2023,"Architecture (5 Years, Bachelor of Architecture)",4579,4579,EWS
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Architecture (5 Years, Bachelor of Architecture)",8789,6706,OBC-NCL
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Architecture (5 Years, Bachelor of Architecture)",3671,2673,SC
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2023,"Architecture (5 Years, Bachelor of Architecture)",4121,4121,SC
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Architecture (5 Years, Bachelor of Architecture)",188P,1545,ST
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2023,"Architecture (5 Years, Bachelor of Architecture)",763P,763P,ST
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",8389,6223,OPEN
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2023,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",13369,12174,OPEN
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",1505,1419,EWS
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2023,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",3333,3333,EWS
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",3753,3241,OBC-NCL
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2023,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",3530,3530,OBC-NCL
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",2325,1818,SC
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2023,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",3215,3215,SC
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",1107,1068,ST
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Biotechnology and Biochemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",9958,2418,OPEN
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2023,"Biotechnology and Biochemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",15198,13489,OPEN
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Biotechnology and Biochemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",1707,1635,EWS
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Biotechnology and Biochemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",4421,3876,OBC-NCL
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2023,"Biotechnology and Biochemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",7660,7660,OBC-NCL
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Biotechnology and Biochemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",2649,1931,SC
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2023,"Biotechnology and Biochemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",3340,3340,SC
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Biotechnology and Biochemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",1239,1219,ST
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2023,"Biotechnology and Biochemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",1505,1505,ST
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Chemical Engineering (4 Years, Bachelor of Technology)",4944,2967,OPEN
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2023,"Chemical Engineering (4 Years, Bachelor of Technology)",9623,6790,OPEN
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Chemical Engineering (4 Years, Bachelor of Technology)",918,810,EWS
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2023,"Chemical Engineering (4 Years, Bachelor of Technology)",1796,1796,EWS
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Chemical Engineering (4 Years, Bachelor of Technology)",2401,1905,OBC-NCL
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2023,"Chemical Engineering (4 Years, Bachelor of Technology)",4577,4280,OBC-NCL
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Chemical Engineering (4 Years, Bachelor of Technology)",1481,1022,SC
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2023,"Chemical Engineering (4 Years, Bachelor of Technology)",2053,595,SC
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Chemical Engineering (4 Years, Bachelor of Technology)",722,431,ST
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2023,"Chemical Engineering (4 Years, Bachelor of Technology)",646,646,ST
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",6477,5328,OPEN
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2023,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",11555,10696,OPEN
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",1191,1099,EWS
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2023,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",1992,1992,EWS
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",3096,2675,OBC-NCL
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2023,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",5701,4867,OBC-NCL
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",1680,1408,SC
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2023,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",1999,1999,SC
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",766,746,ST
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Chemistry (4 Years, Bachelor of Science)",13511,9884,OPEN
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2023,"Chemistry (4 Years, Bachelor of Science)",18465,16588,OPEN
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Chemistry (4 Years, Bachelor of Science)",2083,1963,EWS
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2023,"Chemistry (4 Years, Bachelor of Science)",4422,4422,EWS
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Chemistry (4 Years, Bachelor of Science)",5575,3709,OBC-NCL
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2023,"Chemistry (4 Years, Bachelor of Science)",7562,7562,OBC-NCL
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Chemistry (4 Years, Bachelor of Science)",3165,2670,SC
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2023,"Chemistry (4 Years, Bachelor of Science)",3931,3931,SC
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Chemistry (4 Years, Bachelor of Science)",1421,1305,ST
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2023,"Chemistry (4 Years, Bachelor of Science)",423P,423P,ST
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Civil Engineering (4 Years, Bachelor of Technology)",7177,5234,OPEN
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2023,"Civil Engineering (4 Years, Bachelor of Technology)",13732,11247,OPEN
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Civil Engineering (4 Years, Bachelor of Technology)",1268,1090,EWS
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2023,"Civil Engineering (4 Years, Bachelor of Technology)",2460,2460,EWS
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Civil Engineering (4 Years, Bachelor of Technology)",3007,1991,OBC-NCL
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2023,"Civil Engineering (4 Years, Bachelor of Technology)",5507,5124,OBC-NCL
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Civil Engineering (4 Years, Bachelor of Technology)",1526,824,SC
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2023,"Civil Engineering (4 Years, Bachelor of Technology)",2295,941,SC
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Civil Engineering (4 Years, Bachelor of Technology)",527,445,ST
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2023,"Civil Engineering (4 Years, Bachelor of Technology)",686,686,ST
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Civil Engineering with any of the listed specialization (5 Years, Bachelor and Master of Technology (Dual Degree))",8769,7250,OPEN
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2023,"Civil Engineering with any of the listed specialization (5 Years, Bachelor and Master of Technology (Dual Degree))",15831,14856,OPEN
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Civil Engineering with any of the listed specialization (5 Years, Bachelor and Master of Technology (Dual Degree))",1446,1430,EWS
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Civil Engineering with any of the listed specialization (5 Years, Bachelor and Master of Technology (Dual Degree))",3275,3021,OBC-NCL
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2023,"Civil Engineering with any of the listed specialization (5 Years, Bachelor and Master of Technology (Dual Degree))",7526,7244,OBC-NCL
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Civil Engineering with any of the listed specialization (5 Years, Bachelor and Master of Technology (Dual Degree))",1859,1552,SC
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2023,"Civil Engineering with any of the listed specialization (5 Years, Bachelor and Master of Technology (Dual Degree))",3330,3330,SC
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Civil Engineering with any of the listed specialization (5 Years, Bachelor and Master of Technology (Dual Degree))",645,591,ST
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Computer Science and Engineering (4 Years, Bachelor of Technology)",279,164,OPEN
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2023,"Computer Science and Engineering (4 Years, Bachelor of Technology)",702,523,OPEN
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Computer Science and Engineering (4 Years, Bachelor of Technology)",30,17,OPEN (PwD)
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2023,"Computer Science and Engineering (4 Years, Bachelor of Technology)",157,157,OPEN (PwD)
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Computer Science and Engineering (4 Years, Bachelor of Technology)",54,42,EWS
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Computer Science and Engineering (4 Years, Bachelor of Technology)",8,8,EWS (PwD)
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Computer Science and Engineering (4 Years, Bachelor of Technology)",160,111,OBC-NCL
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2023,"Computer Science and Engineering (4 Years, Bachelor of Technology)",384,335,OBC-NCL
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Computer Science and Engineering (4 Years, Bachelor of Technology)",11,11,OBC-NCL (PwD)
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2023,"Computer Science and Engineering (4 Years, Bachelor of Technology)",59,59,OBC-NCL (PwD)
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Computer Science and Engineering (4 Years, Bachelor of Technology)",92,55,SC
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2023,"Computer Science and Engineering (4 Years, Bachelor of Technology)",170,29,SC
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Computer Science and Engineering (4 Years, Bachelor of Technology)",8,8,SC (PwD)
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Computer Science and Engineering (4 Years, Bachelor of Technology)",32,16,ST
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2023,"Computer Science and Engineering (4 Years, Bachelor of Technology)",132,132,ST
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Computer Science and Engineering (4 Years, Bachelor of Technology)",2,2,ST (PwD)
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",632,281,OPEN
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2023,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",1346,1203,OPEN
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",31,31,OPEN (PwD)
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",111,60,EWS
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2023,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",244,244,EWS
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",345,200,OBC-NCL
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2023,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",897,755,OBC-NCL
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",27,27,OBC-NCL (PwD)
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",175,123,SC
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2023,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",474,451,SC
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",75,45,ST
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2023,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",468,468,ST
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Economics (4 Years, Bachelor of Science)",5847,4167,OPEN
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2023,"Economics (4 Years, Bachelor of Science)",12599,11081,OPEN
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Economics (4 Years, Bachelor of Science)",1216,939,EWS
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2023,"Economics (4 Years, Bachelor of Science)",2284,2284,EWS
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Economics (4 Years, Bachelor of Science)",3076,1838,OBC-NCL
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2023,"Economics (4 Years, Bachelor of Science)",5561,4769,OBC-NCL
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Economics (4 Years, Bachelor of Science)",1959,1369,SC
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2023,"Economics (4 Years, Bachelor of Science)",3660,3660,SC
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Economics (4 Years, Bachelor of Science)",1089,1007,ST
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2023,"Economics (4 Years, Bachelor of Science)",1460,1460,ST
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Electrical Engineering (4 Years, Bachelor of Technology)",1833,1379,OPEN
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2023,"Electrical Engineering (4 Years, Bachelor of Technology)",4865,3438,OPEN
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Electrical Engineering (4 Years, Bachelor of Technology)",177,177,OPEN (PwD)
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Electrical Engineering (4 Years, Bachelor of Technology)",364,296,EWS
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2023,"Electrical Engineering (4 Years, Bachelor of Technology)",674,674,EWS
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Electrical Engineering (4 Years, Bachelor of Technology)",13P,13P,EWS (PwD)
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Electrical Engineering (4 Years, Bachelor of Technology)",895,637,OBC-NCL
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2023,"Electrical Engineering (4 Years, Bachelor of Technology)",1699,1143,OBC-NCL
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Electrical Engineering (4 Years, Bachelor of Technology)",501,350,SC
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2023,"Electrical Engineering (4 Years, Bachelor of Technology)",915,725,SC
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Electrical Engineering (4 Years, Bachelor of Technology)",241,178,ST
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2023,"Electrical Engineering (4 Years, Bachelor of Technology)",362,362,ST
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Electrical Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",2240,1863,OPEN
